1 58 3 3 0 0 0 184 7 0 0 0 0 NA NA NA NA 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2 66 6 6 0 0 2 348 19 0 0 0 0.5 NA NA NA NA 2 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
3 64 8 7 1 0 6 490 37 1 0 0 1 NA NA NA NA 5 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
4 50 7 6 1 0 9 635 38 1 0 0 2 NA NA NA NA 3 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 56 9 7 2 0 11 754 38 4 0 0 3 NA NA NA NA 5 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
6 61 10 8 2 0 12 883 43 5 0 0 3.5 NA NA NA NA 2 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
7 45 11 8 3 0 15 1002 46 8 0 0 4 NA NA NA NA 6 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
8 70 15 12 3 0 17 1075 72 10 0 0 3 NA NA NA NA 5 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
9 48 19 14 5 0 26 1145 63 10 0 0 3 NA NA NA NA 9 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
10 56 20 15 5 0 35 1226 67 10 0 0 3.5 NA NA NA NA 9 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
11 52 20 15 5 0 41 1303 66 12 0 0 4.5 NA NA NA NA 9 66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 63 21 15 6 0 45 1369 74 16 0 0 5 NA NA NA NA 8 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
13 226 25 19 6 1 41 1384 69 20 3 0 5 11 NA 11 NA 4 69 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3
14 54 28 21 7 1 48 1387 87 22 5 0 6 11 NA 11 NA 9 87 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2
15 58 33 25 8 1 56 1426 89 23 7 0 6 11 NA 11 NA 11 89 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4
16 68 33 25 8 1 61 1465 66 30 7 0 7 11 NA 11 NA 13 66 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
17 44 34 25 9 2 66 1505 71 33 9 0 7.5 13.5 NA 13.5 NA 8 71 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1
18 71 36 27 9 2 71 1549 76 35 9 0 5.5 13.5 NA 13.5 NA 7 76 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3
19 56 39 30 9 3 78 1584 77 40 10 0 6 16 NA 16 NA 12 77 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2
20 57 39 30 9 3 86 1589 85 42 13 0 7 16 NA 16 NA 12 85 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
21 63 40 31 9 3 100 1599 83 43 16 0 8 16 NA 16 NA 15 83 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1
22 69 42 33 9 4 96 1621 84 51 17 0 9 14 NA 14 NA 9 84 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 2
23 74 46 36 10 5 98 1600 94 61 17 0 9.5 15 NA 15 NA 12 94 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 2
24 56 48 37 11 5 101 1605 89 66 18 0 10 15 NA 15 NA 11 89 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1
25 179 49 41 8 6 100 1587 76 73 22 0 10 15.5 NA 15.5 NA 10 76 0 5 1 0 0 0 0 0 0 5 1 0 0 0 0 0 2
26 77 54 44 10 6 101 1576 76 73 24 0 11 15.5 NA 15.5 NA 6 76 0 4 2 0 0 0 0 0 0 4 2 0 0 0 0 0 5
27 65 58 48 10 9 100 1606 67 81 28 0 10 14 NA 14 NA 9 67 1 5 3 0 0 0 0 0 1 5 3 0 0 0 0 0 1
28 60 58 48 10 9 109 1613 77 86 29 0 11 14 NA 14 NA 15 77 0 6 3 0 0 0 0 0 0 6 3 0 0 0 0 0 1
29 72 59 49 10 11 109 1609 81 93 29 0 11 14 NA 14 NA 9 81 0 7 4 0 0 0 0 0 0 7 4 0 0 0 0 0 0
30 70 60 50 10 11 116 1636 92 95 30 0 11.5 14 NA 14 NA 16 92 0 7 4 0 0 0 0 0 0 7 4 0 0 0 0 0 2
31 58 62 51 11 14 113 1653 88 104 33 0 12 14 NA 14 NA 8 88 0 10 4 0 0 0 0 0 0 10 4 0 0 0 0 0 1
32 43 63 51 12 15 123 1648 76 104 33 0 13 14 NA 14 NA 11 76 0 10 5 0 0 0 0 0 0 10 5 0 0 0 0 0 1
